title,author,number
Tristan o el pesimismo,Armando Palacio Valdes,26655
Peter and Wendy,James Matthew Barrie,26654
"Up The Baltic, Young America in Norway, Sweden, and Denmark,             26653\r\",Oliver Optic,NaN
Standards of Life and Service,T. H. Howard,26652
The Flaming Jewel,Robert W. Chambers,26651
The Ducks and Frogs,Fanny Fire-Fly,26650
Terribly Intimate Portraits,Noel Coward,26649
Les lauriers sont coupes,Edouard Dujardin,26648
Nuts for Future Historians to Crack,Various,26647
The Book of Romance,Various,26646
Two Daring Young Patriots,W. P. Shervill,26645
Friendship Village,Zona Gale,26644
The Work Of Christ,A. C. Gaebelein,26643
Wilmshurst of the Frontier Force,Percy F. Westerman,26642
The Submarine Hunters,Percy F. Westerman,26641
The Humbugs of the World,P. T. Barnum,26640
"A Brief Commentary on the Apocalypse, 2nd Edn.",Sylvester Bliss,26639
"Pictorial Composition and the Critical Judgement of Pictures,            26638\r\",Henry Rankin Poore,NaN
The Mystery of the Green Ray,William Le Queux,26637
Paavolan kauhu,Herman Niemi,26636
The Rose Garden Husband,Margaret Widdemer,26635
Souvenirs d\'une actrice (1/3),Louise Fusil,26634
Second Sight,Sepharial,26633
The Bounty of the Chesapeake,James Wharton,26632
A Virginia Scout,Hugh Pendexter,26631
A Cousin\'s Conspiracy,Horatio Alger,26630
Werwolves,Elliott O\'Donnell,26629
"The Mirror of Taste, and Dramatic Censor, V1 No. 2, Feb 1810,            26628\r\",Samuel James Arnold,NaN
The Island House,F. M. Holmes,26627
"Our Little Brown House, A Poem of West Point",Maria L. Stewart,26626
The Boy Scout Automobilists,Robert Maitland,26625
The Road to Oz,L. Frank Baum,26624
The Brass Bell,Eugene Sue,26623
How to Read the Crystal,Sepharial,26622
The Story of Madras,Glyn Barlow,26621
Minnie\'s Pet Horse,Madeline Leslie,26620
Minnie\'s Pet Lamb,Madeline Leslie,26619
Minnie\'s Pet Monkey,Madeline Leslie,26618
Minnie\'s Pet Parrot,Madeline Leslie,26617
Minnie\'s Pet Dog,Madeline Leslie,26616
"Black Beaver, The Trapper",James Campbell Lewis,26615
Le secrétaire intime,George Sand,26614
Ruth Fielding At College,Alice B. Emerson,26613
A Pirate of Parts,Richard Neville,26612
Enthusiasm and Other Poems,Susanna Moodie,26611
The Trail of the Hawk,Sinclair Lewis,26610
Essai sur l\'éducation des aveugles,Valentin Haüy,26609
Le trésor de la cité des dames de degré en degré et de                   26608\r\n tous estatz,Christine de Pisan,NaN
Catéchisme libertin,Anne-Josèphe Théroigne de Méricourt,26607
"Uncanny Tales, ed",C. Arthur Pearson,26606
A Casa dos Fantasmas - Vol II,Luis Augusto Rebelo da Silva,26605
Pearls of Thought,Maturin M. Ballou,26604
The Later Cave-Men,Katharine Elizabeth Dopp,26603
An Account of the Conquest of Peru,Pedro Sancho,26602
Gambia,Frederick John Melville,26601
"Mother Earth, Vol. 1 No. 1, March 1906, ed",Emma Goldman,26600
A Black Adonis,Linn Boyd Porter,26599
Seasoning of Wood,Joseph B. Wagner,26598
How to Behave: A Pocket Manual,Samuel R Wells,26597
Anna the Adventuress,E. Phillips Oppenheim,26596
The Condition and Tendencies of Technical Education in                   26595\r\n Germany,Arthur Henry Chamberlain,NaN
Twee Edellieden van Verona,William Shakespeare,26594
The Place of Honeymoons,Harold MacGrath,26593
Audio: The Yosemite,John Muir,26592
Audio: Wonderwings and other Fairy Stories,Edith Howes,26591
Audio: A Vindication of the Rights of Woman,Mary Wollstonecraft,26590
Audio: The Story of the Treasure Seekers,E. Nesbit,26589
Audio: Le tour du monde en quatre-vingts jours,Jules Verne,26588
Audio: The Paradise Mystery,J. S. Fletcher,26587
Audio: Studies in Pessimism,Arthur Schopenhauer,26586
Audio: Perpetual Peace: A Philosophic Essay,Immanuel Kant,26585
Audio: Night and Day,Virginia Woolf,26584
Audio: The Fortunes and Misfortunes of the Famous                        26583\r\n Moll Flanders,Daniel Defoe,NaN
Audio: Michael O\'Halloran,Gene Stratton-Porter,26582
Audio: Master and Man,Leo Tolstoy,26581
Audio: Many Voices,E. Nesbit,26580
Audio: Love Among the Chickens,P. G. Wodehouse,26579
Audio: Little Wars,H. G. Wells,26578
Audio: How to Speak and Write Correctly,Joseph Devlin,26577
"Audio: History of England from the Accession of James II,                26576\r\n Vol. 2 Ch. 6",Thomas Babington Macaulay,NaN
Audio: Selected Lullabies,Eugene Field,26575
"Audio: The Extraordinary Adventures of Arsene Lupin,                     26574\r\n Gentleman-Burglar",Maurice Leblanc,NaN
Audio: On the Duty of Civil Disobedience,Henry David Thoreau,26573
Chips from a German Workshop. Volume III,Max Müller,26572
Petits Poèmes d\'Automne,Stuart Merrill,26571
De Pronunciatione Graecae & Latinae Linguae,John Caius,26570
Monkey On His Back,Charles V. De Vet,26569
"Seventh Annual Report of the Bureau of Ethnology                         26568\r\n to the Secretary of the Smithsonian Institution,\r\n 1885-1886","John Wesley Powell, Director",NaN
Le viandier de Taillevent,Guillaume Tirel,26567
La géométrie en vers techniques,Lyon Des Roys,26566
The Sheep Eaters,William Alonzo Allen,26565
Ivanhoe,Walter Scott,26564
The Crack of Doom,Robert Cromie,26563
Poésies érotiques,Évariste Désiré de Forges Parny,26562
"The Story of a Common Soldier of Army Life in the Civil War,             26561\r\n  1861-1865",Leander Stillwell,NaN
"Jim Spurling, Fisherman",Albert Walter Tolman,26560
Novelleja ja kertomuksia I,Various,26559
Pennsylvania Dutch Cooking,Unknown,26558
If You Don\'t Write Fiction,Charles Phelps Cushing,26557
Myths and Marvels of Astronomy,Richard A. Proctor,26556
Sepitelmia,Olli Wuorinen,26555
De vreemde plant,Herman Robbers,26554
Turandot: The Chinese Sphinx,Johann Christoph,26553
Fruits of Queensland,Albert Benson,26552
Government Documents in Small Libraries,Charles Wells Reeder,26551
Children of the Desert,Louis Dodge,26550
Caps and Capers,Gabrielle E. Jackson,26549
The Tale of a Trooper,Clutha N. Mackenzie,26548
Blindskar,Minna Canth,26547
Noveller,Minna Canth,26546
Antonio Azorin,José Augusto Trinidad Martínez Ruiz,26545
The Dance Festivals of the Alaskan Eskimo,Ernest William Hawkes,26544
Clematis,"('Bertha B. Cobb', 'Ernest Cobb')",26543
On The Affinities of Leptarctus primus of Leidy,J. L. Wortman,26542
The Vicar of Bullhampton,Anthony Trollope,26541
Boy Scouts in the Canal Zone,G. Harvey Ralphson,26540
The Rover Boys at Big Horn Ranch,Edward Stratemeyer,26539
Madge Morton\'s Victory,Amy D.V. Chalmers,26538
The Windy Hill,Cornelia Meigs,26537
The Good Neighbors,Edgar Pangborn,26536
The Standard Electrical Dictionary,T. O\'Conor Slone,26535
The Girl from Sunset Ranch,Amy Bell Marlowe,26534
Rainbow Hill,Josephine Lawrence,26533
Over the Line,Harold M. Sherman,26532
Memoires de Marmontel (Volume 1 of 3),Jean-Francois Marmontel,26531
Mei-droom,C. S. Adama van Scheltema,26530
"The Dakotan Languages and Their Relations to Other Languages,            26529\r\",Andrew Woods Williamson,NaN
Odd Numbers,Sewell Ford,26528
Judith of the Cumberlands,Alice MacGowan,26527
Stingaree,E. W. (Ernest William) Hornung,26526
Heinosen perhe huvimatkalla,Frans Hodell,26525
The Huguenots in France,Samuel Smiles,26524
Jessica Letters: An Editor\'s Romance,Paul Elmer More,26523
George Muller of Bristol,Arthur T. Pierson,26522
Earthmen Bearing Gifts,Fredric Brown,26521
The Fighting Edge,William MacLeod Raine,26520
To Love,Margaret Peterson,26519
Journal of an American Prisoner at Fort Malden and                       26518\r\n Quebec in the War of 1812,James Reynolds,NaN
Mary Jane\'s City Home,Clara Ingram Judson,26517
The Log of the Sun,William Beebe,26516
L\'isthme de Panama,Michel Chevalier,26515
The Iron Pirate,Max Pemberton,26514
A Spelling-Book for Advanced Classes,William T. Adams,26513
Description of a New Vespertilionine Bat from Yucatan,J.A. Allen,26512
"À travers l\'hémisphère sud, ou Mon second voyage autour du monde,        26511\r\",Ernest Michel,NaN
"À travers l\'hémisphère sud, ou Mon second voyage autour du monde,        26510\r\",Ernest Michel,NaN
Journal of the Third Voyage for the Discovery of a                       26509\r\n North-West Passage,William Edward Parry,NaN
Fiebre de amor (Dominique),Eugene Fromentin,26508
The Future of the American Negro,Booker T. Washington,26507
Lazaro,Jacinto Octavio Pic¢n,26506
The Old Hanging Fork and Other Poems,George W. Doneghy,26505
La tulipe noire,Alexandre Dumas,26504
Iltapuhteeksi II,Santeri Ivalo,26503
Tres Anglesos S\'esbargeixen,Jerome K. Jerome,26502
Speeches of His Majesty Kamehameha IV. To the Hawaiian                   26501\r\n Legislature,Kamehameha IV,NaN
Anecdotes of Dogs,Edward Jesse,26500
The Jucklins,Opie Read,26499
Peter Cooper,Rossiter W. Raymond,26498
Bertie and the Gardeners,Madeline Leslie,26497
Rembrandt\'s Etching Technique: An Example,Peter Morse,26496
"A System of Logic, Ratiocinative and Inductive",John Stuart Mill,26495
Vera,Oscar Wilde,26494
"The Life of Gordon, Volume II",Demetrius Charles Boulger,26493
Studies Of American Fungi Mushrooms,George Francis Atkinson,26492
The Sand-Hills of Jutland,Hans Christian Andersen,26491
Lord Milner\'s Work in South Africa,W. Basil Worsfold,26490
La terre promise,Paul Bourget,26489
L\'art de payer ses dettes et de satisfaire ses créanciers                26488\r\n sans débourser un sou,Marco de Saint-Hilaire,NaN
Little Lucy\'s Wonderful Globe,Charlotte M. Yonge,26487
The Dukeries,R. Murray Gilchrist,26486
The Making of Bo,"Burnit,",NaN
"Blackwood\'s Edinburgh Magazine, Volume 61, No. 380,                      26484\r\n June, 1847",Various,NaN
"Betuwsche novellen, en Een reisgezelschap",J. J. Cremer,26483
"Madeline Payne, the Detective\'s Daughter",Lawrence L. Lynch,26482
The Romance of Mathematics,P. Hampson,26481
La Tronpretendantoj,Henrik Ibsen,26480
I Utvecklingstid,Toini Mathilda Topelius,26479
The Wallypug in London,G. E. Farrow,26478
Observations on the Florid Song,Pier Francesco Tosi,26477
Creation et redemption,Alexandre Dumas,26476
The Boy Scouts Book of Campfire Stories,Various,26475
Some Naval Yarns,Mordaunt Hall,26474
The Arts of Persia,H. Kevorkian,26473
Audio: What Men Live By and Other Tales,Leo Tolstoy,26472
Audio: Spoon River Anthology,Edgar Lee Masters,26471
Audio: The Red House Mystery,A.A. Milne,26470
Audio: Rainbow Valley,Lucy Maud Montgomery,26469
Audio: The Middle Temple Murder,J.S. Fletcher,26468
Audio: The Merry Adventures of Robin Hood,Howard Pyle,26467
Audio: Idle Thoughts of an Idle Fellow,Jerome K Jerome,26466
Audio: The Harvester,Gene Stratton-Porter,26465
Audio: Gawayne and the Green Knight,Charlton Miner Lewis,26464
Audio: The Garden Party,Katherine Mansfield,26463
Audio: The Foolish Dictionary,Gideon Wurdz,26462
Audio: Five Sci-Fi Short Stories,H. Beam Piper,26461
Audio: English Fairy Tales,Joseph Jacobs,26460
Audio: A Child\'s Garden of Verses,Robert Louis Stevenson,26459
Audio: Age of Innocence,Edith Wharton,26458
New observations on the natural history of bees,Francis Huber,26457
L\'oeuvre des conteurs allemands: mémoires d\'une                          26456\r\n chanteuse allemande,Anonymous,NaN
"A History of Lumsden\'s Battery, C.S.A.",George Little,26455
"Punch, Volume 104, May 6, 1893, ed",Sir Francis Burnand,26454
La pianta dei sospiri,Defendente Sacchi,26453
La testa della vipera,Vittorio Bersezio,26452
"A Stable for Nightmares, or Weird Tales,                                 26451\r\","('J. Sheridan Le Fanu, Charles Young', 'Others]')",NaN
The Story of Paris,Thomas Okey,26450
Rambles of an Archaeologist Among Old Books and in Old Places            26449\r\,Frederick William Fairholt,NaN
The Dragon of Wantley,Owen Wister,26448
The Strange Case of Mortimer Fenley,Louis Tracy,26447
"The Trial and Execution, for Petit Treason, of Mark and Phillis          26446\r\n Slaves of Capt. John Codman","Abner Cheney Goodell, Jr.",NaN
Songs from the Southland,Various,26445
"Schläfst du Mutter?, Ruth",Jakob Wassermann,26444
De honig en zijn gebruik,W.-F. Rondou,26443
True to His Home,Hezekiah Butterworth,26442
Humanity in the City,E. H. Chapin,26441
Fire Prevention and Fire Extinction,James Braidwood,26440
"The Quarterly Review, Volume 162, No. 324, April, 1886",Various,26439
Are the Effects of Use and Disuse Inherited?,William Platt Ball,26438
The Rubaiyat of a Huffy Husband,Mary B. Little,26437
Le specule des pecheurs,Jean Castel,26436
L\'amant rendu cordelier a l\'observance d\'amour,Martial d\'Auvergne,26435
The Boys of Crawford\'s Basin,Sidford F. Hamp,26434
"Blackwood\'s Edinburgh Magazine, Volume 62, Number 385,                   26433\r\n November, 1847",Various,NaN
L\'esclave religieux et ses avantures,Antoine Quartier,26432
Children of Our Town,Carolyn Wells,26431
Essay on the Creative Imagination,Th. Ribot,26430
Nights With Uncle Remus,Joel Chandler Harris,26429
Kirjava joukko,Carit Etlar,26428
Cardinal Newman as a Musician,Edward Bellasis,26427
Nagualism,Daniel G. Brinton,26426
Microcosmography,John Earle,26425
"Great Men and Famous Women, Vol. 4 of 8",Various,26424
"Great Men and Famous Women, Vol. 3 of 8",Various,26423
"Great Men and Famous Women, Vol. 2 of 8",Various,26422
"Great Men and Famous Women, Vol. 1 of 8",Various,26421
The Convert,Elizabeth Robins,26420
"The Life of Gordon, Volume I",Demetrius Charles Boulger,26419
L\'âne mort,Jules Janin,26418
A Sheaf of Corn,Mary E. Mann,26417
"The Naval History of the United States, Vol. 2 of 2,                     26416\r\",Willis J. Abbot,NaN
Le Tour du Monde; Voyage d\'un naturaliste,Various,26415
Fil and Filippa,John Stuart Thomson,26414
"Selections from early Middle English, 1130-1250",Various,26413
Life and sport in China,Oliver G. Ready,26412
Villa Nova de Gaia,João Vaz,26411
Peak\'s Island,Ford Paul,26410
The Children of Wilton Chase,Mrs. L. T. Meade,26409
"A Budget of Paradoxes, Volume II (of II)",Augustus de Morgan,26408
"An Arrow in a Sunbeam, and Other Tales",Various,26407
Rikas eno,August Blanche,26406
Penguin Persons & Peppermints,Walter Prichard Eaton,26405
La nariz de un notario,Edmond About,26404
Juutalaisten puolustukseksi,Emile Zola,26403
Engelhart Ratgeber,Jakob Wassermann,26402
"Buchanan\'s Journal of Man, Vol. 1, No. 5, June 1887",Various,26401
La geometrie,Rene Descartes,26400
Fairy Prince and Other Stories,Eleanor Hallowell Abbott,26399
Tudor and Stuart Love Songs,Various,26398
Miracles and Supernatural Religion,James Morris Whiton,26397
No Clue,James Hay,26396
"Cesar Cascabel, Deel 2",Jules Verne,26395
Le chevalier des dames du dolent fortune,"Dolent Fortun,",26394
The Medicinal Plants of the Philippines,T. H. Pardo de Tavera,26393
The Hero of Garside School,J. Harwood Panting,26392
The Unknown Wrestler,H. A. (Hiram Alfred) Cody,26391
The Two Great Retreats of History,George Grote,26390
Dorothy on a Ranch,Evelyn Raymond,26389
A Humorous History of England,C. Harrison,26388
Een abel spel van Lanseloet van Denemerken,Anonymous,26387
Laboulaye\'s Fairy Book,Various,26386
"Punch, or the London Charivari, Volume 104, January 7, 1893",Various,26385
Separation and Service,James Hudson Taylor,26384
"Anna Seward, and Classic Lichfield",Stapleton Martin,26383
"Ancient America, in Notes on American Archaeology",John D. Baldwin,26382
Uncle Sam\'s Boys as Lieutenants,H. Irving Hancock,26381
Complete Story of the San Francisco Horror,,26380
Vice in its Proper Shape,Anonymous,26379
The Care of Books,John Willis Clark,26378
New York Times Current History; The European War,V2,NaN
Odes d\'Anacréon,Anacreon,26376
Les Cent Jours,Baron Pierre Alexandre Édouard Fleury de Chaboulon,26375
The Cookery Blue Book,California,26374
The Elements of non-Euclidean Geometry,Julian Lowell Coolidge,26373
Panther Eye,Roy J. Snell,26372
Nova Sapho,Visconde de Villa-Moura,26371
Memoires de Hector Berlioz,Louis Hector Berlioz,26370
Amy Harrison,Amy Harrison,26369
The Ladies Book of Useful Information,Anonymous,26368
The Young Alaskans on the Missouri,Emerson Hough,26367
The Electric Bath,George M. Schweig,26366
Intestinal Ills,Alcinous Burton Jamison,26365
Reincarnation and the Law of Karma,William Walker Atkinson,26364
Arago et sa vie scientifique,Joseph Bertrand,26363
Le théâtre japonais,André Lequeux,26362
The New Testament of our Lord and Savior Jesus Christ,Various,26361
"The Old Man of the Mountain, The Lovecharm & Pietro of Abano,            26360\r\",Ludwig Tieck,NaN
Vivo de Zamenhof,Edmond Privat,26359
Eastern Tale,"Many Story Tellers,",NaN
Is The Young Man Absalom Safe?,David Wright,26357
A Brother To Dragons and Other Old-time Tales,Amelie Rives,26356
"Tom, The Bootblack",Horatio Alger,26355
Woodward\'s Country Homes,"('George E. Woodward', 'F. W. Woodward')",26354
Des homicides commis par les aliénés,Emile Blanche,26353
"Souvenirs et correspondance tirés des papiers de                         26352\r\n Mme Récamier, Tome Second (2/2)",Jeanne Françoise,NaN
Beantwortung der Frage: Was ist Aufklärung?,Immanuel Kant,30821
If Your B,"Must Travel in Wartime,",NaN
